RESPNO,URBRUR,ZONE,REGION,EA_SVC_A,EA_SVC_B,EA_SVC_C,EA_SVC_D,EA_FAC_A,EA_FAC_B,EA_FAC_C,EA_FAC_D,EA_FAC_E,EA_FAC_F,EA_FAC_G,EA_SEC_A,EA_SEC_B,EA_SEC_C,EA_SEC_D,EA_SEC_E,EA_ROAD_A,EA_ROAD_B,NOCALL_1,NOCALL_1OTHER,NOCALL_2,NOCALL_2OTHER,NOCALL_3,NOCALL_4,NOCALL_5,NOCALL_6,NOCALL_7,PREVINT,THISINT,ADULT_CT,CALLS,DATEINTR,STRTIME,Q1,Q2,Q2OTHER,Q3,Q4A,Q4B,Q5,Q6,Q7,Q8A,Q8B,Q8C,Q8D,Q8E,Q8F,Q9,Q10A,Q10B,Q11A,Q11B,Q12A,Q12B,Q12C,Q12D,Q12E,Q13,Q14,Q15A,Q15B,Q15C,Q16,Q17,Q18,Q19A,Q19B,Q20A,Q20B,Q21,Q22,Q23A,Q23B,Q23C,Q23D,Q24A,Q24B,Q24C,Q24D,Q24E,Q24F,Q25A,Q25B,Q26A,Q26B,Q26C,Q26D,Q26E,Q26F,Q27A,Q27B,Q27C,Q27D,Q27E,Q28A,Q28B,Q28C,Q29A,Q29B,Q29C,Q29D,Q29E,Q29F,Q29G,Q30,Q31,Q32,Q33,Q34,Q35,Q36,Q37,Q38,Q39,Q40,Q41,Q42A,Q42B,Q42C,Q43,Q44,Q45A,Q45B,Q45C,Q45D,Q45E,Q46,Q47A,Q47B,Q48A,Q48B,Q48C,Q48D,Q48E,Q48F,Q49,Q50,Q51A,Q51B,Q51C,Q51D,Q52A,Q52B,Q52C,Q52D,Q52E,Q52F,Q52G,Q52H,Q52I,Q52J,Q52K,Q52L,Q52M_NIG,Q53A,Q53B,Q53C,Q53D,Q53E,Q53F,Q53G,Q53H,Q53I,Q53J,Q53K_NIG,Q53L_NIG,Q53M_NIG,Q54,Q55A,Q55B,Q55C,Q55D,Q55E,Q55F,Q55G,Q55H,Q55I,Q55J,Q55K,Q55L,Q56,Q57A,Q57B,Q58,Q58OTHER,Q59A,Q59B,Q59C_NIG,Q60PT1,Q60PT1OTHER,Q60PT2,Q60PT2OTHER,Q60PT3,Q60PT3OTHER,Q61A,Q61B,Q62,Q63A,Q63B,Q63C,Q63D,Q64,Q65A,Q65B,Q65C,Q66A,Q66B,Q66C,Q66D,Q66E,Q66F,Q66G,Q66H,Q66I,Q66J,Q66K,Q66L,Q66M,Q67A,Q67B,Q68A,Q68B,Q68C,Q68D,Q68E_NIG,Q69A,Q69B,Q69C,Q69D_NIG,Q69E_NIG,Q70A,Q70B,Q71A,Q71B,Q71BOTHER,Q72,Q73A,Q73B,Q73C,Q73D,Q73E,Q74A,Q74AOTHER,Q74B,Q74BOTHER,Q75A,Q75B,Q76,Q77,Q78,Q79A,Q79B,Q80A,Q80AOTHER,Q80B,Q81A,Q81B,Q81C,Q81D,Q81E,Q82A_NIG,Q82B_NIG,Q82C_NIG,Q82D_NIG,Q82E_NIG,Q82F_NIG,Q82G_NIG,Q83A_NIG,Q83AOTHER_NIG,Q83B_NIG,Q83BOTHER_NIG,Q83C_NIG,Q83D1_NIG,Q83D1OTHER_NIG,Q83D2_NIG,Q83D2OTHER_NIG,Q84A_NIG,Q84B_NIG,Q84C_NIG,Q85A_NIG,Q85B_NIG,Q85C_NIG,Q86A_NIG,Q86B_NIG,Q86C_NIG,Q86D_NIG,Q86E_NIG,Q86F_NIG,Q86G_NIG,Q86H_NIG,Q87,Q87OTHER,Q88A,Q88B,Q89A,Q89B,Q89C,Q89D,Q89E,Q90A,Q90B,Q90BOTHER,Q91A,Q91B,Q91C,Q91D,Q92A,Q92B,Q93A,Q93B,Q94,Q95,Q96A,Q96B,Q97,Q98A,Q98AOTHER,Q98B,Q99,Q99OTHER,Q99B_NIG,Q99C_NIG,Q100,ENDTIME,LENGTH,Q101,Q102,Q102OTHER,Q103,Q103OTHER,Q104,Q105,Q106,Q107A,Q107B,Q107C,Q107D,Q107E,Q108,Q110A,Q110B,Q110C,Q110D,Q110E,Q110F,Q112,Q113,Q114,Q115,Q116,Q116OTHER,Q116A1,Q116A1_OTHER,Q117,withinwt
NIG0011,1,4,620,1,1,0,1,0,1,0,1,1,1,1,0,0,0,0,0,1,0,9997, ,9997, ,9997,9997,9997,9997,9997,2,1,1,1,12/9/2014,14:01:00,32,621, ,1,1,2,3,3,3,0,0,0,0,0,7,3,0,0,0,0,4,4,3,2,3,3,1,3,2,2,2,2,3,2,3,3,3,1,3,0,0,0,0,1,0,0,0,0,3,2,1,3,3,3,1,1,2,2,0,0,0,0,1,1,1,1,"GOVERNMENT OF THE PEOPLE, FOR THE PEOPLE, BY THE PEOPLE", , ,1,9996,9996,3,2,2,4,2,3,2,2,3,2,2,1,4,3,1,2,1,1,3,1,0,1,0,2,2,1,1,1,2,1,1,0,4,3,3,3,1,1,1,1,1,1,1,0,0,0,0,1,2,0,2,3,3,3,3,3,3,3,2,3,3,3,2,1,4,9,4,0,4,0,4,0,4,0,3,0,7,7,7,4, ,0,0,0,4, ,24, ,12, ,3,1,1,3,3,2,3,3,6,1,3,1,1,1,1,1,2,3,2,1,1,1,1,2,1,1,3,3,3,2,1,1,1,1,2,3,3,3,2,0, ,0,7,7,7,7,7,2, ,3, ,2,2,1,3,2,2,1,2, ,3,3,4,1,3,5,1,1,2,1,1,1,2,1, ,2, ,2,2, ,9, ,3,4,1,1,2,1,3,2,2,2,2,2,3,3,621, ,2,3,4,4,2,3,3,9,9997, ,1,1,1,1,4,4,1,1,5,1,1,7,7,1, ,6,9999, ,4,625,2,15:04:00,63,1,1, ,1, ,4,1,1,0,0,0,0,0,0,1,1,1,2,1,2,NIG029,26,1,2,621, ,621, ,8,.491342942278856
NIG0012,1,4,620,1,1,0,1,0,1,0,1,1,1,1,0,0,0,0,0,1,0,9997, ,9997, ,9997,9997,9997,9997,9997,2,1,3,1,12/9/2014,14:58:00,24,621, ,2,4,5,2,2,4,0,0,0,0,2,5,0,0,0,0,0,3,3,0,0,0,0,0,3,4,2,4,3,4,2,0,1,1,5,2,0,0,0,0,0,0,0,0,0,0,7,7,3,2,3,3,3,2,1,0,1,0,1,2,1,2,1,GOVERNMENT OF THE PEOPLE AND BY THE PEOPLE,TO VOTE FREELY AND WHO YOU LIKE, ,2,3,9996,3,2,1,2,2,4,1,2,3,1,2,3,2,1,2,2,4,1,2,3,0,1,1,1,0,3,2,1,2,3,1,1,1,2,1,3,0,3,2,1,0,0,2,1,3,2,1,2,1,1,1,2,3,1,3,2,1,2,1,1,2,1,2,3,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,3, ,0,0,0,3, ,23, ,4, ,3,0,3,1,1,2,1,3,3,1,1,3,2,1,2,1,3,2,3,2,1,2,1,2,1,2,3,2,2,1,3,0,0,1,1,0,3,2,4,5, ,0,7,7,7,7,7,7, ,11, ,3,2,2,3,1,2,1,1, ,2,3,4,3,3,2,1,2,2,1,2,2,2,4, ,1, ,2,2, ,5, ,2,4,3,1,1,1,3,2,1,2,3,3,3,3,621, ,2,3,4,3,1,3,4,1,638, ,1,1,0,1,4,0,2,2,5,3,7,1,3,13, ,6,638, ,2,638,7,16:00:00,62,1,1, ,621, ,5,1,4,0,0,0,0,0,1,1,1,1,1,1,1,NIG031,28,1,2,621, ,621, ,6,.491342942278856
NIG0013,1,4,620,1,1,0,1,0,1,0,1,1,1,1,0,0,0,0,0,1,0,1, ,9997, ,9997,9997,9997,9997,9997,2,2,5,1,12/9/2014,13:40:00,25,621, ,9,4,4,4,5,4,1,0,0,1,3,5,0,0,0,1,0,3,1,2,3,3,1,0,3,2,2,3,4,3,0,0,1,1,4,2,0,0,0,0,0,0,0,0,0,0,7,7,3,2,3,2,3,3,1,0,1,1,1,2,1,1,1,GOVERNMENT OF THE PEOPLE BY THE PEOPLE,FREEDOM OF SPEECH AND WORSHIP,RULE OF LAW,2,1,8,1,2,1,2,4,4,2,1,3,2,3,3,9,3,2,2,4,2,3,1,0,2,2,2,1,0,1,0,2,1,0,2,1,1,2,1,2,3,2,1,0,1,0,0,2,1,0,1,2,0,2,3,2,1,2,0,2,1,2,3,2,3,3,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,4, ,0,1,1,3, ,23, ,4, ,1,0,3,1,2,1,1,3,1,3,5,2,3,2,1,1,2,3,3,4,3,4,4,2,1,1,3,2,1,3,2,0,0,1,0,1,4,4,3,4, ,0,7,7,7,7,7,4, ,3, ,2,2,2,2,2,3,2,3, ,3,2,3,5,3,1,9,1,2,2,1,2,2,4, ,5, ,3,2, ,5, ,3,4,3,1,1,1,3,2,1,2,1,2,3,2,621, ,2,3,4,4,1,2,3,0,9997, ,1,1,0,1,4,3,3,2,4,2,7,1,3,7, ,4,638, ,2,638,8,14:39:00,59,2,1, ,1, ,5,1,1,0,0,0,0,0,0,1,1,1,1,1,1,NIG031,28,1,2,621, ,621, ,6,.491342942278856
NIG0014,1,4,620,1,1,0,1,0,1,0,1,1,1,1,0,0,0,0,0,1,0,9997, ,9997, ,9997,9997,9997,9997,9997,1,2,2,1,12/9/2014,15:27:00,30,621, ,1,4,4,4,2,2,0,0,0,0,0,7,3,0,0,0,0,4,3,2,3,3,2,1,3,3,3,3,1,3,2,2,3,3,1,3,0,0,0,0,1,0,0,0,0,2,2,1,3,3,3,9,9,9,1,0,0,0,0,1,1,1,1,FREEDOM OF SPEECH,FREEDOM OF WORSHIP,GOVERNMENT FOR THE PEOPLE,1,1,2,3,2,1,3,2,3,1,2,4,1,3,1,4,3,3,1,2,1,2,1,2,2,1,1,1,1,1,1,1,1,1,0,1,3,3,3,0,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,3,3,2,3,3,3,2,3,3,3,3,1,3,0,3,0,3,0,3,0,4,0,4,0,7,7,7,3, ,0,0,0,3, ,13, ,23, ,1,1,1,2,2,2,3,3,2,6,3,1,1,1,1,1,1,3,1,1,1,2,1,1,1,2,3,3,2,3,1,1,2,1,1,1,4,4,1,0, ,0,7,7,7,7,7,3, ,11, ,2,1,2,4,2,2,1,2, ,3,3,4,1,5,5,1,1,0,1,1,3,3,1, ,1, ,2,5, ,10, ,3,3,2,1,9,1,3,2,2,2,2,2,2,3,621, ,2,4,4,4,4,3,3,0,9997, ,1,1,1,1,4,4,1,1,5,1,5,7,5,3, ,6,9999, ,4,638,2,16:30:00,63,2,1, ,1, ,5,1,1,0,0,0,0,0,0,1,1,1,1,1,1,NIG029,26,1,2,621, ,621, ,8,.491342942278856
NIG0015,1,4,620,1,1,0,1,0,1,0,1,1,1,1,0,0,0,0,0,1,0,9997, ,9997, ,9997,9997,9997,9997,9997,1,2,6,1,12/9/2014,14:02:00,25,621, ,1,4,4,2,2,3,0,0,0,0,0,7,4,0,0,1,0,4,3,4,4,4,3,1,1,1,1,2,2,3,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,7,7,3,3,3,1,1,2,1,0,0,0,0,1,2,2,1,FREEDOM OF SPEECH TO US,FREEDOM TO VOTE FOR WHO WE WANT,GOOD GOVERNANCE,1,3,8,3,2,1,3,2,3,2,1,3,2,2,2,4,5,4,2,2,1,1,1,1,1,1,2,2,1,1,1,1,1,1,0,2,3,3,3,1,2,1,1,0,0,0,0,0,0,0,0,0,0,2,3,3,3,3,3,3,3,3,3,3,3,3,2,4,9,4,0,4,0,4,0,4,0,4,0,7,7,7,4, ,0,0,0,3, ,7, ,23, ,1,1,1,2,2,2,3,4,6,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,2,3,1,3,3,2,3,2,4,4,1,1, ,0,7,7,7,7,7,10, ,16, ,1,2,2,3,1,2,2,2, ,2,2,5,5,5,5,1,1,1,1,1,2,1,1, ,2, ,2,5, ,10, ,4,3,2,1,1,1,3,2,2,3,3,3,2,3,621, ,2,2,4,4,2,2,2,0,9997, ,1,1,1,1,4,4,1,1,4,1,1,7,7,2, ,6,9999, ,2,9999,2,15:08:00,66,2,1, ,1, ,4,1,1,0,0,0,0,0,0,1,1,1,1,1,2,NIG030,30,2,2,621, ,621, ,8,.491342942278856
NIG0016,1,4,620,1,1,0,1,0,1,0,1,1,1,1,0,0,0,0,0,1,0,9997, ,9997, ,9997,9997,9997,9997,9997,1,2,6,1,12/9/2014,14:05:00,26,621, ,1,3,3,2,5,2,0,0,0,3,4,3,1,4,4,2,0,3,2,1,4,4,2,0,2,3,4,1,4,3,2,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,7,7,3,2,3,3,3,2,1,1,0,0,1,2,1,1,1,"""GOVERNMENT BY,FOR AND OF THE PEOPLE""",PEACE/UNITY,EQUALITY BEFORE THE LAW,2,4,6,3,1,1,3,4,4,2,1,4,1,4,2,2,4,4,1,4,1,2,3,3,1,3,0,0,0,3,2,3,0,1,1,1,3,2,3,0,2,1,0,1,1,0,0,0,1,2,1,3,0,1,2,3,3,3,2,2,3,2,2,3,3,3,3,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,8, ,0,1,0,3, ,23, ,24, ,1,0,3,9,1,1,1,1,3,1,1,2,1,1,4,2,3,4,3,2,1,4,2,3,1,1,4,2,1,2,1,0,0,1,0,1,3,4,5,4, ,0,7,7,7,7,7,2, ,5, ,3,2,1,4,1,1,3,1, ,1,9,9,4,5,4,1,2,1,3,2,1,2,2, ,1, ,3,2, ,5, ,3,4,5,1,9,1,3,2,2,9,1,3,3,3,621, ,3,2,5,4,1,3,4,0,9997, ,1,1,0,1,4,3,3,2,5,3,4,1,9,5, ,4,638, ,1,638,7,15:00:00,55,2,1, ,1, ,5,1,1,0,0,0,0,0,0,1,1,1,1,1,1,NIG032,25,2,2,621, ,621, ,6,.491342942278856
NIG0017,1,4,620,1,1,0,1,0,1,0,1,1,1,1,1,0,0,0,0,1,0,9997, ,9997, ,9997,9997,9997,9997,9997,2,1,6,1,12/9/2014,10:18:00,23,621, ,2,4,4,4,4,4,0,0,0,0,0,7,3,0,0,0,0,4,3,1,4,4,2,1,4,4,4,1,2,3,1,1,0,0,1,3,0,0,0,0,0,0,0,0,0,0,7,7,3,2,2,2,3,2,1,0,0,0,0,1,1,1,1,"""GOVERNMENT OF THE PEOPLE,FOR THE PEOPLE AND BY THE PEOPLE""",A SYSTEM OF OUTRIGHT EQUALITY BEFORE THE LAW, ,2,8,9996,3,3,4,3,4,4,3,3,2,2,3,2,4,4,4,1,2,3,2,2,1,2,0,1,1,2,9,0,1,3,9,3,1,1,3,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,3,2,3,1,2,2,2,3,2,2,3,3,7,7,3,2,2,2,7,7,7,7,0,7,7,7, ,0,0,0,24, ,3, ,23, ,1,1,4,3,3,9,9,9,3,1,3,1,1,1,1,1,1,2,4,2,2,1,1,3,1,3,3,2,2,2,1,0,0,1,1,0,4,1,9,0, ,0,7,7,7,7,7,4, ,13, ,3,3,3,3,1,2,2,2, ,9,1,4,5,5,2,1,1,2,1,2,2,3,1, ,3, ,2,2, ,5, ,2,3,4,1,9,9,3,1,1,1,2,2,2,3,621, ,2,3,2,2,1,2,3,1,638, ,0,0,0,1,4,4,3,2,4,0,2,7,7,2, ,3,638, ,3,638,7,11:30:00,72,1,1, ,1, ,1,1,4,0,0,0,0,0,0,1,1,1,1,1,1,NIG030,30,2,2,621, ,621, ,8,1.06060811328916
NIG0018,1,4,620,1,1,0,1,0,1,0,1,1,1,1,1,0,0,0,0,1,0,7, ,9997, ,9997,9997,9997,9997,9997,0,1,3,1,12/9/2014,9:08:00,27,621, ,2,4,4,4,4,4,0,0,0,2,2,3,0,0,0,1,0,4,4,2,4,4,2,0,3,4,4,1,2,3,0,1,1,0,1,3,0,0,0,0,0,0,0,0,0,0,7,7,3,3,3,2,3,2,1,1,0,0,0,1,1,1,1,A SYSTEM OF GOVERNMENT THAT ALLOWS INDIVIDUAL TO HAVE RIGHT TO VOTE AND BE VOTED FOR, , ,3,9996,9996,3,4,2,3,3,4,2,9,4,2,2,2,4,4,4,2,2,3,1,1,2,1,0,1,0,1,0,1,2,1,0,3,1,2,1,3,0,2,0,2,0,0,0,0,0,1,0,0,0,0,1,1,2,3,3,2,2,2,1,3,2,2,3,4,4,3,7,7,3,0,3,3,7,7,7,7,0,7,7,4, ,0,0,0,24, ,23, ,3, ,1,9,2,3,3,3,3,3,1,3,1,2,1,1,3,1,2,1,4,2,2,1,1,3,1,1,3,2,1,2,1,0,0,1,0,0,4,1,4,3, ,0,7,7,7,7,7,15, ,16, ,2,3,3,3,1,2,2,2, ,1,3,5,4,5,4,2,1,2,1,2,2,2,2, ,1, ,2,2, ,5, ,1,4,2,1,9,9,2,2,2,0,2,2,2,2,621, ,2,3,2,2,1,2,3,0,9997, ,0,1,1,0,4,4,2,1,4,1,0,1,8,2, ,3,638, ,3,9999,99,10:10:00,62,1,1, ,1, ,4,1,1,0,0,0,0,0,0,1,1,1,1,1,1,NIG029,26,1,2,621, ,621, ,8,1.06060811328916
NIG0019,1,4,620,1,1,0,1,0,1,0,1,1,1,1,1,0,0,0,0,1,0,9997, ,9997, ,9997,9997,9997,9997,9997,0,1,2,1,12/9/2014,9:05:00,47,621, ,2,1,1,3,4,5,0,0,1,0,2,3,0,0,0,0,0,4,4,2,4,4,2,1,1,4,4,1,4,3,0,0,3,0,1,1,0,0,0,0,0,0,0,0,0,2,1,2,3,3,3,3,3,2,0,0,0,0,0,1,1,1,1,GOVERNMENT OF THE PEOPLE AND FOR THE PEOPLE,A GOVERNMENT OF FREEDOM,A GOVERNMENT WHERE ONE CAN VOTE AND BE VOTED FOR,2,1,3,3,3,1,3,3,4,1,2,3,3,2,1,4,4,4,2,3,3,2,1,2,1,0,1,0,0,0,3,3,2,1,1,1,3,3,0,3,2,0,0,0,0,0,0,0,0,0,1,2,0,1,2,2,2,3,2,2,1,1,2,3,3,3,3,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,4, ,0,0,0,3, ,23, ,24, ,1,0,1,1,1,1,1,1,1,2,1,4,3,3,2,3,3,3,4,2,2,3,3,3,1,1,4,2,2,3,1,0,0,2,0,0,4,4,5,3, ,0,7,7,7,7,7,4, ,9995,IT MAKES NO DIFFERENCE,3,2,2,4,1,1,1,3, ,1,3,4,4,5,4,1,0,3,2,2,2,2,2, ,2, ,3,13, ,11, ,1,4,1,1,1,1,3,1,2,3,3,2,2,3,621, ,-1,2,5,5,1,5,5,1,638, ,1,1,1,1,4,0,3,2,2,1,4,1,5,7, ,4,638, ,4,638,99,10:12:00,67,1,1, ,1, ,5,1,1,0,0,0,0,0,0,1,1,1,1,1,1,NIG031,28,1,2,621, ,621, ,6,1.06060811328916
NIG0020,1,4,620,1,1,0,1,0,1,0,1,1,1,1,1,0,0,0,0,1,0,9997, ,9997, ,9997,9997,9997,9997,9997,2,1,1,1,12/9/2014,11:20:00,29,621, ,2,4,5,4,5,4,0,0,0,2,1,3,0,0,0,0,0,4,4,4,0,0,3,1,1,3,4,2,3,3,0,0,4,0,1,1,0,0,0,0,0,0,0,0,0,0,7,7,3,2,3,3,3,2,0,0,0,0,0,2,1,1,2,IT MEANS FREEDOM,IT MEANS FREE AND FAIR ELECTION,IT MEANS EQUALITY BEFORE LAW,1,3,6,3,4,1,3,4,4,1,2,3,3,2,2,4,4,4,2,2,3,2,1,0,1,0,0,0,0,0,0,2,0,1,2,1,3,3,3,0,2,0,0,1,1,1,0,0,1,0,1,1,0,1,3,3,1,3,1,3,2,1,1,2,2,1,3,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,4, ,0,0,0,3, ,23, ,13, ,3,0,1,3,1,1,1,1,1,2,1,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,4,2,3,3,1,0,0,0,0,0,3,4,4,1, ,0,7,7,7,7,7,4, ,16, ,3,2,1,2,1,1,1,1, ,2,3,4,4,5,4,1,1,3,2,2,2,2,2, ,2, ,3,2, ,11, ,2,4,1,1,1,1,3,1,3,3,3,3,3,3,621, ,-1,2,5,5,1,5,5,0,9997, ,1,1,1,1,4,0,3,2,4,1,4,1,5,1, ,3,638, ,4,638,99,12:10:00,50,1,1, ,1, ,5,1,1,0,0,0,0,0,0,1,1,1,1,1,1,NIG032,25,2,2,621, ,621, ,6,1.06060811328916
NIG0021,1,4,620,1,1,0,1,0,1,0,1,1,1,1,1,0,0,0,0,1,0,9997, ,9997, ,9997,9997,9997,9997,9997,0,2,2,1,12/9/2014,10:23:00,36,621, ,2,3,4,4,4,5,0,0,2,0,3,3,0,0,0,0,0,4,4,0,0,0,0,1,2,3,4,2,3,4,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,3,1,2,3,3,3,2,3,2,0,0,0,0,0,1,1,1,2,FREE AND EQUAL RIGHT,GOVERNMENT FOR AND OF THE PEOPLE,FOR CHECK AND BALANCES,6,2,8,3,4,1,3,4,3,1,2,2,3,2,2,4,4,4,2,4,3,2,1,0,1,0,0,0,0,0,0,2,2,1,2,1,3,2,3,0,2,0,0,0,1,2,0,0,1,0,1,2,0,0,3,3,1,2,0,2,1,2,1,2,2,1,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,4, ,0,0,0,23, ,3, ,13, ,2,0,1,2,1,1,1,1,2,1,1,3,3,3,2,3,3,3,3,3,2,3,2,3,1,1,4,1,2,2,1,0,0,0,0,0,3,4,1,1, ,0,7,7,7,7,7,16, ,4, ,3,3,2,2,1,1,1,1, ,1,3,5,4,5,4,1,1,3,3,3,3,2,2, ,2, ,4,11, ,2, ,1,4,1,1,9,9,3,1,2,2,3,3,3,3,621, ,-1,2,5,5,1,5,5,0,9997, ,1,1,0,1,4,0,3,2,4,1,4,1,5,1, ,4,638, ,4,638,99,11:14:00,51,2,1, ,1, ,7,1,1,0,0,0,0,0,0,1,1,1,1,1,1,NIG032,25,2,2,621, ,621, ,6,1.06060811328916
NIG0022,1,4,620,1,1,0,1,0,1,0,1,1,1,1,1,0,0,0,0,1,0,9997, ,9997, ,9997,9997,9997,9997,9997,1,2,2,1,12/9/2014,10:20:00,28,621, ,2,1,4,4,4,5,0,0,2,1,3,3,0,0,0,0,0,3,4,1,0,0,2,0,1,4,4,1,3,4,0,0,3,0,3,2,0,0,0,0,0,0,0,0,0,0,7,7,3,2,3,3,3,2,0,0,0,0,0,1,1,1,1,FREE AND FAIR ELECTION,A GOVERNMENT FOR THE PEOPLE,A GOVERNMENT WITH EQUAL RIGHTS,3,2,6,3,4,1,3,4,4,1,1,3,3,2,2,4,4,4,2,1,3,3,1,2,1,0,0,0,0,0,0,3,2,1,0,1,3,3,3,0,2,0,0,0,1,1,0,0,1,0,0,2,0,1,3,2,2,3,2,2,2,1,2,3,3,2,1,7,7,7,7,7,7,3,0,7,7,7,7,7,7,7,4, ,0,0,0,23, ,3, ,13, ,2,0,1,3,1,1,1,1,1,2,1,4,3,3,2,3,3,3,3,3,3,3,3,3,1,1,4,2,3,3,1,0,0,0,0,0,3,4,4,1, ,0,7,7,7,7,7,4, ,16, ,2,2,2,2,1,1,1,1, ,2,3,4,5,5,4,2,1,3,3,3,3,2,2, ,2, ,2,11, ,10, ,2,3,1,1,9,9,3,1,2,2,2,2,2,3,621, ,-1,2,5,5,1,4,4,0,9997, ,1,1,1,1,4,0,3,1,2,1,2,7,5,7, ,3,638, ,4,638,99,11:10:00,50,2,1, ,1, ,5,1,1,0,0,0,0,0,0,1,1,1,1,1,1,NIG031,28,1,2,621, ,621, ,6,1.06060811328916
NIG0023,1,4,620,1,1,0,1,0,1,0,1,1,1,1,1,0,0,0,0,1,0,9997, ,9997, ,9997,9997,9997,9997,9997,1,2,2,1,12/9/2014,10:18:00,28,621, ,2,3,2,4,4,9,0,0,0,2,0,3,0,0,0,0,0,2,3,0,0,0,1,0,4,4,4,1,2,4,2,0,2,0,1,1,0,0,0,0,0,0,0,0,0,2,1,2,3,2,2,2,3,2,0,0,0,1,0,2,1,3,1,GOVERNMENT ACCOUNTABLE TO THE MASSES,"""GOVERNMENT OF,AND FOR THE PEOPLE""", ,8,2,9996,3,2,2,3,3,4,2,2,3,2,1,1,4,4,4,1,3,3,9,9,2,1,0,1,0,1,1,0,1,3,9,1,1,1,3,3,0,3,0,0,0,0,0,0,0,0,0,0,2,0,1,2,2,2,3,1,2,2,2,3,3,3,3,1,7,7,3,3,4,3,2,1,7,7,7,7,0,7,7,8, ,0,0,0,3, ,24, ,23, ,1,9,5,3,3,3,3,5,1,2,2,3,1,1,3,1,1,2,3,2,1,1,1,3,1,1,4,2,2,2,1,0,0,1,0,0,4,9,5,6, ,0,7,7,7,7,7,11, ,14, ,2,3,3,2,9,9,9,1, ,1,9,9,9,5,3,9,9,2,2,2,2,2,5, ,6, ,3,5, ,8, ,1,4,9,1,1,1,3,1,1,1,1,2,2,3,621, ,1,2,2,2,1,1,2,0,9997, ,0,0,0,1,4,0,3,2,4,3,4,1,5,5, ,6,638, ,3,638,8,11:24:00,66,2,1, ,1, ,1,1,4,0,0,0,0,0,0,1,1,1,1,1,1,NIG029,26,1,2,621, ,621, ,8,1.06060811328916
NIG0024,1,4,620,1,1,0,1,0,1,0,1,1,1,1,1,0,0,0,0,1,0,9997, ,9997, ,9997,9997,9997,9997,9997,0,2,2,1,12/9/2014,9:02:00,34,621, ,1,4,4,4,3,4,0,0,0,0,0,7,0,0,0,1,0,4,3,3,4,3,0,0,3,3,3,2,2,3,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,7,7,3,2,3,2,3,3,1,1,1,1,1,1,1,1,1,A SYSTEM OF GOVERNMENT WHERE THE MASSES ELECT THEIR LEADERS THROUGH A FREE AND FAIR ELECTION, , ,3,9996,9996,3,2,1,4,1,4,2,2,4,1,2,1,4,4,2,1,1,2,1,2,0,1,1,1,1,1,0,0,2,3,9,2,1,2,3,3,1,3,2,2,0,1,3,0,0,2,1,1,2,0,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3,2,2,3,3,7,7,7,7,7,7,0,7,7,6, ,0,0,0,23, ,24, ,4, ,2,9,2,3,3,9,3,9,2,3,1,3,1,1,2,1,3,3,3,2,2,1,1,3,1,2,3,3,1,1,1,0,1,0,0,1,9,9,1,0, ,0,7,7,7,7,7,6, ,16, ,3,3,2,2,9,0,0,0, ,0,1,4,9,5,9,9,9,2,1,2,2,1,2, ,3, ,2,4, ,9, ,1,4,1,2,9,9,3,1,1,1,1,2,2,2,621, ,1,1,1,1,1,1,1,0,9997, ,0,0,0,1,4,4,9,2,4,1,0,7,7,8, ,4,638, ,2,638,7,10:05:00,63,2,1, ,1, ,4,1,3,0,0,0,0,0,0,1,1,1,1,1,1,NIG030,30,2,2,621, ,621, ,8,1.06060811328916
